index,Anime Genres,Anime Members,Anime Score
295,"['Drama', 'Romance']",73000.0,6.73
2159,"['Action', 'Romance', 'SciFi']",72000.0,7.27
2160,"['Comedy', 'SliceofLife']",72000.0,6.31
1002,"['Adventure', 'Fantasy']",72000.0,7.20
320,"['Comedy', 'Fantasy', 'Romance']",72000.0,6.95
620,"['Adventure', 'Drama', 'Fantasy', 'SciFi']",72000.0,6.88
2263,['Comedy'],72000.0,6.38
2989,"['Action', 'Drama', 'SciFi']",72000.0,7.06
702,"['Action', 'Drama', 'Fantasy', 'Romance', 'SciFi']",72000.0,6.61
379,"['Comedy', 'SciFi']",71000.0,7.69
2415,"['Adventure', 'Drama', 'Fantasy']",71000.0,7.55
2109,"['Action', 'Drama', 'SciFi']",71000.0,6.26
513,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",71000.0,6.46
1998,"['Adventure', 'SciFi']",71000.0,7.25
1902,"['Comedy', 'Drama']",71000.0,7.15
2161,"['Romance', 'SliceofLife']",71000.0,7.35
120,"['Action', 'Sports']",71000.0,7.48
1386,['SciFi'],71000.0,7.15
1313,"['Action', 'Comedy', 'Ecchi']",71000.0,6.19
1121,"['Action', 'Horror', 'Mystery', 'Supernatural']",71000.0,6.31
1387,"['Comedy', 'Sports']",70000.0,7.18
1265,"['Action', 'Fantasy']",70000.0,6.37
1808,"['Comedy', 'Fantasy', 'Ecchi']",70000.0,6.84
876,"['Comedy', 'SliceofLife']",70000.0,7.33
1314,"['Action', 'Supernatural']",70000.0,7.01
906,"['Action', 'Comedy', 'Romance']",70000.0,7.45
972,['Comedy'],70000.0,6.63
2731,"['Fantasy', 'SliceofLife']",70000.0,6.92
2264,"['Action', 'Fantasy', 'Supernatural']",70000.0,7.14
1903,"['Action', 'Adventure', 'Fantasy']",70000.0,6.89
974,"['Comedy', 'Romance', 'Ecchi']",69000.0,7.18
1947,"['Action', 'SciFi']",69000.0,6.06
973,"['Comedy', 'GirlsLove', 'Romance']",69000.0,7.07
703,"['Comedy', 'Gourmet', 'Supernatural']",69000.0,7.56
1503,"['Action', 'SciFi']",69000.0,7.74
2162,"['Adventure', 'Fantasy']",69000.0,5.60
621,"['Action', 'Adventure', 'Drama', 'Mystery', 'SciFi']",69000.0,7.22
580,"['Fantasy', 'Horror', 'Mystery']",69000.0,7.40
669,"['Action', 'Horror', 'Romance', 'Supernatural']",69000.0,7.36
1388,"['Action', 'Comedy', 'SciFi']",68000.0,6.90
2313,"['Comedy', 'SliceofLife']",68000.0,6.62
1573,"['Adventure', 'Fantasy']",68000.0,6.45
2219,"['Comedy', 'SliceofLife']",68000.0,6.52
1177,['Action'],67000.0,7.52
622,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",67000.0,7.24
2863,['SliceofLife'],67000.0,7.52
1852,"['Comedy', 'SliceofLife']",67000.0,6.25
1035,"['Romance', 'Supernatural']",67000.0,6.73
380,"['Adventure', 'Comedy', 'SciFi']",67000.0,6.80
1809,"['Comedy', 'SliceofLife']",67000.0,6.47
2574,"['Action', 'Sports']",67000.0,7.40
321,"['Drama', 'GirlsLove', 'Romance', 'Supernatural']",67000.0,6.82
1003,"['Comedy', 'Drama', 'Romance', 'Sports']",67000.0,8.41
581,"['Comedy', 'Drama', 'Sports']",67000.0,8.20
2469,['Action'],67000.0,6.95
219,"['Action', 'Adventure', 'Comedy', 'Drama', 'SciFi']",66000.0,7.53
1147,"['Drama', 'Sports']",66000.0,7.54
2110,"['Action', 'SciFi']",66000.0,6.32
2826,"['Action', 'Supernatural']",65000.0,6.06
2416,['Supernatural'],65000.0,6.31
1762,"['Action', 'Comedy', 'Ecchi']",65000.0,6.13
940,"['Action', 'Adventure', 'Supernatural']",65000.0,6.82
241,"['Adventure', 'Comedy', 'Fantasy', 'SciFi']",65000.0,6.56
1853,"['Action', 'Adventure', 'Comedy', 'Mystery']",65000.0,7.90
2638,"['Action', 'Fantasy']",65000.0,6.51
1763,"['Action', 'Romance', 'SciFi']",65000.0,6.40
1036,"['Drama', 'Romance']",65000.0,7.71
728,"['Drama', 'Sports']",65000.0,8.23
704,"['Comedy', 'Mystery', 'Supernatural']",64000.0,7.60
2417,"['SliceofLife', 'Supernatural']",64000.0,7.17
2047,"['Action', 'Comedy']",64000.0,5.40
1533,"['Action', 'SciFi', 'Ecchi']",64000.0,6.45
351,"['Drama', 'GirlsLove', 'Romance', 'SliceofLife']",64000.0,7.30
623,"['BoysLove', 'Comedy', 'Drama', 'Romance']",64000.0,6.48
1004,"['Comedy', 'SliceofLife']",64000.0,7.56
1266,"['Comedy', 'GirlsLove']",63000.0,6.96
1713,"['Action', 'SciFi']",63000.0,6.68
2990,"['Action', 'Fantasy', 'Horror']",63000.0,3.82
624,"['Comedy', 'Romance', 'Supernatural']",63000.0,7.55
159,"['Action', 'Adventure', 'Comedy', 'SciFi', 'Sports']",63000.0,6.69
2864,"['Comedy', 'Fantasy', 'Ecchi']",63000.0,5.62
544,"['Action', 'Comedy', 'Romance']",63000.0,6.86
941,"['Action', 'Ecchi']",63000.0,6.73
2775,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery']",62000.0,5.46
2910,"['Action', 'Adventure', 'Drama', 'Fantasy']",62000.0,5.81
2575,"['Comedy', 'GirlsLove', 'Ecchi']",62000.0,5.60
160,"['Drama', 'Romance', 'SliceofLife', 'Supernatural']",62000.0,7.08
433,"['Action', 'Comedy', 'Drama']",62000.0,7.97
2111,"['Comedy', 'SliceofLife']",62000.0,6.58
1355,"['Comedy', 'Sports']",62000.0,6.57
625,"['Comedy', 'Drama']",61000.0,6.99
907,"['Comedy', 'SliceofLife']",61000.0,7.68
2865,"['Action', 'Adventure', 'Fantasy']",61000.0,7.17
2866,"['Action', 'Adventure', 'Fantasy']",61000.0,6.01
877,"['Comedy', 'Drama', 'Sports']",61000.0,8.20
2220,"['Drama', 'Sports']",61000.0,6.68
975,"['Action', 'Fantasy']",61000.0,7.21
545,"['Comedy', 'Drama', 'Romance']",61000.0,7.04
1148,"['Adventure', 'Fantasy']",61000.0,6.50
976,"['Action', 'Supernatural']",60000.0,7.26
2363,"['Comedy', 'Drama', 'Fantasy', 'SliceofLife']",60000.0,8.10
1624,"['Action', 'Fantasy', 'Supernatural']",60000.0,7.63
2418,['SliceofLife'],60000.0,6.62
2694,"['Adventure', 'Fantasy']",60000.0,6.74
2911,"['Drama', 'Mystery', 'SliceofLife']",60000.0,7.19
85,"['Comedy', 'Drama', 'Fantasy', 'Romance']",60000.0,7.17
2776,"['Fantasy', 'Mystery', 'Supernatural']",60000.0,6.73
1267,"['Romance', 'Ecchi']",60000.0,6.65
2163,"['Comedy', 'SliceofLife']",60000.0,7.10
1098,"['Adventure', 'Fantasy', 'Supernatural']",60000.0,7.74
2732,"['Action', 'SciFi']",60000.0,6.04
849,"['Mystery', 'Supernatural', 'Suspense']",59000.0,7.16
2527,"['Comedy', 'Gourmet', 'SliceofLife']",59000.0,6.53
2528,['Drama'],59000.0,7.72
2529,"['Fantasy', 'SliceofLife']",59000.0,7.68
2639,"['Drama', 'Mystery', 'Romance', 'SliceofLife']",59000.0,6.74
1149,"['Comedy', 'Drama', 'Sports']",59000.0,8.34
514,['Comedy'],59000.0,7.44
2576,['Drama'],59000.0,5.94
1419,['SciFi'],59000.0,7.36
2948,['SciFi'],59000.0,5.37
1389,['Sports'],59000.0,7.55
2048,['Comedy'],59000.0,6.97
768,"['Action', 'Drama', 'SciFi']",59000.0,7.89
705,"['Fantasy', 'Mystery', 'Supernatural']",59000.0,7.02
27,"['Adventure', 'Drama', 'Horror', 'Romance', 'Supernatural']",59000.0,7.20
2164,"['Comedy', 'SliceofLife']",59000.0,6.48
54,"['Comedy', 'Romance', 'SciFi', 'Ecchi']",59000.0,7.15
1764,['Fantasy'],59000.0,6.44
515,"['Comedy', 'Drama', 'SliceofLife', 'Supernatural']",58000.0,7.37
1420,"['Action', 'Adventure', 'Comedy', 'Ecchi']",58000.0,7.77
1099,"['Comedy', 'SliceofLife']",58000.0,7.44
1948,"['Comedy', 'Supernatural']",58000.0,6.76
381,"['Comedy', 'Drama', 'Romance', 'SciFi', 'Ecchi']",58000.0,6.72
878,"['Action', 'Drama', 'SciFi']",58000.0,7.14
1765,"['Action', 'Fantasy']",58000.0,6.70
2777,"['Comedy', 'SliceofLife']",58000.0,5.80
908,"['Action', 'BoysLove', 'Supernatural']",57000.0,6.95
1037,"['Action', 'Drama', 'SciFi']",57000.0,7.05
220,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",57000.0,7.13
2112,"['Comedy', 'SciFi']",57000.0,5.86
1949,"['Comedy', 'Romance']",57000.0,7.02
1315,['SliceofLife'],56000.0,7.42
909,"['Action', 'Fantasy', 'Supernatural']",56000.0,6.89
1714,"['Action', 'Fantasy']",56000.0,6.17
2049,"['Action', 'SciFi', 'Ecchi']",56000.0,6.78
1625,"['Action', 'SciFi']",56000.0,7.46
2640,"['Action', 'Drama']",56000.0,7.13
670,"['Mystery', 'Supernatural']",56000.0,7.20
221,"['Action', 'Comedy']",55000.0,7.31
86,"['Comedy', 'Drama', 'SciFi', 'Sports']",55000.0,7.26
1626,"['Action', 'Comedy', 'Fantasy']",55000.0,7.43
1766,"['Action', 'Drama', 'Mystery', 'SciFi']",55000.0,6.58
2641,"['Action', 'SciFi']",55000.0,7.17
2949,"['Comedy', 'SliceofLife', 'Sports']",55000.0,7.41
1466,"['Action', 'Drama', 'Supernatural']",55000.0,7.44
2867,['Comedy'],55000.0,7.94
2419,"['Horror', 'Mystery', 'Supernatural']",55000.0,6.58
1504,"['SliceofLife', 'Supernatural']",55000.0,7.17
1810,"['Comedy', 'Romance']",55000.0,7.56
202,"['Adventure', 'Comedy', 'Supernatural']",54000.0,6.90
2531,"['Adventure', 'Fantasy']",54000.0,6.53
2530,"['Drama', 'SliceofLife']",54000.0,6.67
2913,"['Comedy', 'SliceofLife']",54000.0,6.66
2912,['Sports'],54000.0,6.73
2165,['Romance'],54000.0,7.75
2420,"['Mystery', 'Supernatural']",54000.0,6.14
1534,"['Comedy', 'SliceofLife']",54000.0,7.66
2868,"['Action', 'SciFi']",54000.0,6.80
1505,"['Action', 'Sports', 'Ecchi']",53000.0,5.77
5,"['BoysLove', 'Comedy', 'Drama', 'Fantasy', 'Horror']",53000.0,7.04
55,"['Action', 'Sports']",53000.0,7.42
1356,['Comedy'],53000.0,7.03
2869,['Sports'],53000.0,7.24
729,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Ecchi']",53000.0,6.53
322,"['Action', 'Adventure', 'Comedy', 'Ecchi']",53000.0,6.70
2532,['Sports'],53000.0,7.58
1574,"['Action', 'SciFi']",53000.0,7.34
546,"['Action', 'Fantasy', 'Supernatural']",53000.0,7.56
2991,"['Mystery', 'Romance', 'SciFi']",53000.0,6.18
491,"['Drama', 'Romance', 'SliceofLife']",53000.0,7.63
2533,"['Fantasy', 'Ecchi']",52000.0,5.23
28,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",52000.0,7.56
1421,['Sports'],52000.0,7.21
1506,"['Action', 'Adventure', 'SciFi']",52000.0,6.42
1627,['Sports'],52000.0,6.53
2577,"['Action', 'Drama', 'Fantasy', 'SciFi']",52000.0,5.79
2050,['Romance'],52000.0,7.02
1390,"['Comedy', 'SliceofLife']",52000.0,6.65
2221,"['Adventure', 'Fantasy']",52000.0,6.00
771,"['Adventure', 'Comedy', 'Fantasy', 'Supernatural']",51000.0,6.38
769,"['Action', 'Comedy', 'Drama']",51000.0,7.62
977,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",51000.0,6.55
770,"['Adventure', 'Drama', 'Mystery']",51000.0,7.22
1357,"['Fantasy', 'Romance', 'Supernatural']",51000.0,7.18
1038,"['Comedy', 'Romance', 'Supernatural']",51000.0,7.25
56,"['Action', 'SciFi', 'Ecchi']",51000.0,7.40
2265,['Comedy'],51000.0,7.60
1715,['Drama'],51000.0,6.98
2113,['Comedy'],51000.0,6.26
2222,"['Drama', 'SliceofLife', 'Sports']",50000.0,5.71
137,"['Drama', 'Mystery']",50000.0,7.23
1999,"['Comedy', 'SliceofLife']",50000.0,7.04
1233,"['Action', 'Adventure']",50000.0,7.02
942,"['Adventure', 'Fantasy']",50000.0,6.95
1628,"['Comedy', 'SliceofLife']",50000.0,7.44
2827,['Fantasy'],49000.0,6.69
2642,"['Action', 'Comedy', 'Drama', 'Mystery', 'Supernatural']",49000.0,6.70
492,"['Action', 'Adventure', 'Comedy', 'Fantasy']",49000.0,7.26
434,"['Comedy', 'Drama', 'Fantasy']",49000.0,7.28
2421,"['Comedy', 'Sports']",49000.0,6.08
772,"['Comedy', 'Fantasy', 'Romance']",49000.0,7.21
582,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",49000.0,6.66
1005,"['Action', 'Comedy', 'SciFi']",49000.0,7.72
2733,"['Romance', 'Supernatural']",48000.0,7.02
547,"['Action', 'Adventure', 'SciFi']",48000.0,7.50
2114,"['Comedy', 'SliceofLife']",48000.0,6.54
1629,"['Comedy', 'SliceofLife']",48000.0,6.78
583,"['Comedy', 'Drama', 'GirlsLove', 'Romance', 'SliceofLife']",48000.0,6.64
978,"['Drama', 'Romance']",48000.0,6.78
460,"['BoysLove', 'Comedy', 'Drama', 'Romance', 'SliceofLife']",48000.0,6.66
1855,"['Comedy', 'SciFi']",48000.0,6.37
1854,['Fantasy'],48000.0,5.49
1422,"['Action', 'Mystery']",47000.0,7.27
382,"['Action', 'Fantasy']",47000.0,6.45
2734,"['Comedy', 'Supernatural']",47000.0,7.57
2578,"['Comedy', 'Horror', 'Supernatural']",47000.0,7.22
2950,"['Adventure', 'Fantasy']",47000.0,6.47
671,"['Comedy', 'Drama', 'Romance', 'Ecchi']",47000.0,6.70
1150,"['Action', 'Ecchi']",47000.0,6.74
2643,['SliceofLife'],47000.0,6.10
435,"['Drama', 'Romance', 'Sports', 'Supernatural']",47000.0,7.31
1507,"['Comedy', 'SliceofLife']",47000.0,6.38
1006,"['Action', 'Drama', 'SciFi']",46000.0,7.27
2314,"['Action', 'SciFi']",46000.0,6.12
1423,"['Action', 'Adventure', 'Fantasy']",46000.0,6.26
1811,"['AvantGarde', 'Horror', 'Supernatural']",46000.0,6.50
943,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",46000.0,6.73
1122,"['Comedy', 'Ecchi']",46000.0,6.20
626,"['Comedy', 'Drama', 'Fantasy', 'Romance']",46000.0,7.11
1178,"['Action', 'Adventure', 'Comedy', 'Fantasy']",46000.0,6.67
2696,"['Action', 'Fantasy']",45000.0,6.06
409,"['Action', 'Drama', 'SciFi']",45000.0,7.27
2735,"['Comedy', 'Drama']",45000.0,7.41
2422,"['Drama', 'Mystery', 'Supernatural']",45000.0,6.40
627,"['Drama', 'Fantasy', 'Supernatural']",45000.0,6.90
242,"['Action', 'Adventure', 'Comedy', 'SciFi', 'Sports']",45000.0,6.93
2695,['Comedy'],45000.0,6.70
1812,"['Comedy', 'SliceofLife']",44000.0,6.88
910,"['Action', 'Comedy', 'Supernatural']",44000.0,7.31
2697,"['Action', 'Fantasy', 'Supernatural']",44000.0,6.36
352,"['Action', 'Comedy', 'Fantasy']",44000.0,7.05
1039,['Sports'],44000.0,7.22
628,"['Action', 'Comedy', 'Horror', 'Mystery', 'Supernatural']",44000.0,6.54
2534,"['Comedy', 'Gourmet', 'SliceofLife']",44000.0,6.42
2266,"['Comedy', 'Fantasy', 'Supernatural']",44000.0,7.88
1575,['Sports'],44000.0,6.63
1206,"['Comedy', 'Drama', 'SliceofLife']",44000.0,7.32
2000,"['Action', 'SciFi']",44000.0,7.43
2645,"['Action', 'Supernatural']",44000.0,6.41
138,"['Action', 'SciFi', 'Ecchi']",44000.0,7.19
2115,"['Action', 'Comedy', 'SciFi', 'Ecchi']",44000.0,6.51
2644,"['Comedy', 'SliceofLife']",44000.0,7.74
1269,"['Action', 'Adventure', 'Fantasy']",44000.0,6.28
1268,"['Action', 'Comedy', 'SciFi']",44000.0,6.57
1151,['Action'],43000.0,6.85
1040,"['Drama', 'Gourmet', 'Romance', 'SliceofLife']",43000.0,7.33
2579,"['Drama', 'Fantasy']",43000.0,6.92
1813,['Action'],43000.0,6.49
1234,"['Comedy', 'SliceofLife']",43000.0,7.67
1270,"['Comedy', 'Ecchi']",43000.0,6.51
1856,['SliceofLife'],43000.0,6.89
1100,"['Comedy', 'Mystery']",43000.0,6.91
2698,['Comedy'],43000.0,6.77
548,"['Drama', 'Mystery']",43000.0,7.06
850,"['Comedy', 'SliceofLife']",43000.0,7.24
773,['Sports'],43000.0,7.54
1207,"['Action', 'Adventure', 'SciFi']",43000.0,7.07
1576,"['Comedy', 'Romance']",43000.0,7.02
2051,['Sports'],42000.0,7.06
2001,"['Comedy', 'SliceofLife']",42000.0,6.89
2364,"['Action', 'Fantasy', 'SciFi']",42000.0,6.64
2315,"['Comedy', 'Fantasy']",42000.0,6.88
353,"['Comedy', 'Drama', 'SliceofLife']",42000.0,7.41
2535,"['Action', 'BoysLove', 'Comedy', 'Supernatural']",42000.0,7.50
1424,"['Action', 'Fantasy']",42000.0,6.13
2870,['Action'],42000.0,6.44
629,"['Action', 'Comedy', 'Fantasy']",42000.0,6.72
1041,"['Adventure', 'Fantasy']",42000.0,7.17
851,"['Comedy', 'Fantasy', 'Romance', 'Supernatural', 'Ecchi']",42000.0,6.93
1152,"['Comedy', 'Sports']",42000.0,7.99
1425,"['SliceofLife', 'Supernatural']",42000.0,7.01
2423,"['Comedy', 'Ecchi']",41000.0,5.39
383,"['Adventure', 'Comedy', 'Romance']",41000.0,7.16
2267,"['Fantasy', 'Romance']",41000.0,6.14
2268,"['Drama', 'Fantasy', 'SliceofLife']",41000.0,7.67
2992,['Fantasy'],41000.0,6.66
1677,['SliceofLife'],41000.0,5.92
2736,"['Action', 'Adventure', 'Fantasy']",41000.0,5.96
852,"['Action', 'SciFi']",41000.0,6.91
730,"['Drama', 'Romance']",41000.0,6.42
2470,"['Comedy', 'Fantasy', 'Romance']",41000.0,5.77
1066,"['Comedy', 'Romance', 'SliceofLife']",41000.0,7.06
911,"['Action', 'Adventure']",41000.0,7.34
2646,"['Action', 'Fantasy']",41000.0,5.35
1950,['SciFi'],41000.0,7.24
1678,"['Action', 'SciFi']",41000.0,7.21
436,"['Drama', 'Romance', 'SliceofLife']",40000.0,6.81
1358,['SliceofLife'],40000.0,7.43
2914,"['Adventure', 'Fantasy']",40000.0,6.98
2580,"['Action', 'Adventure', 'Comedy', 'Mystery']",40000.0,8.14
1426,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",40000.0,6.27
630,"['Drama', 'Fantasy', 'GirlsLove', 'Romance']",40000.0,7.43
1577,"['Comedy', 'Fantasy', 'SliceofLife']",40000.0,6.93
2471,"['Comedy', 'Sports']",40000.0,6.89
1904,"['Comedy', 'SliceofLife', 'Ecchi']",40000.0,5.79
2002,['SliceofLife'],40000.0,4.47
912,"['Action', 'Comedy', 'Ecchi']",40000.0,7.00
853,"['Action', 'Comedy', 'Romance', 'SciFi', 'Ecchi']",40000.0,6.56
549,"['Action', 'Comedy', 'Drama']",40000.0,7.17
268,"['Adventure', 'Horror', 'Supernatural']",39000.0,6.68
774,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",39000.0,8.03
913,"['Action', 'Adventure', 'Drama', 'Suspense']",39000.0,7.52
1716,"['Adventure', 'Fantasy', 'SciFi']",39000.0,6.50
2915,"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",39000.0,5.38
2536,['Fantasy'],39000.0,5.39
2053,"['BoysLove', 'Comedy']",39000.0,6.71
2052,"['Comedy', 'Romance']",39000.0,7.15
2581,"['Comedy', 'SliceofLife']",39000.0,6.36
2472,"['Action', 'Comedy', 'Ecchi']",39000.0,6.30
550,"['Comedy', 'Romance', 'SciFi']",39000.0,7.10
1101,"['Gourmet', 'SliceofLife']",39000.0,7.58
384,"['Drama', 'Mystery', 'Supernatural']",39000.0,7.03
323,"['Comedy', 'Drama', 'Mystery', 'Supernatural']",39000.0,7.20
2473,"['Action', 'Drama', 'SciFi']",39000.0,5.69
1391,"['Action', 'Fantasy']",38000.0,6.75
2269,"['Drama', 'Fantasy', 'SliceofLife']",38000.0,7.66
2054,"['Comedy', 'SliceofLife']",38000.0,6.85
1153,"['Action', 'SciFi']",38000.0,6.81
2003,"['Gourmet', 'SliceofLife']",38000.0,6.63
2916,"['Comedy', 'GirlsLove', 'SliceofLife']",38000.0,7.43
1007,"['Action', 'Fantasy', 'Romance']",38000.0,7.10
2647,"['Comedy', 'Drama']",38000.0,7.17
1235,"['Comedy', 'Ecchi']",38000.0,5.86
2424,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",38000.0,7.21
222,"['Drama', 'Fantasy', 'SciFi', 'Supernatural']",38000.0,6.64
1067,"['Comedy', 'GirlsLove', 'SliceofLife', 'Ecchi']",37000.0,6.86
810,['Action'],37000.0,7.47
2583,"['Fantasy', 'Romance']",37000.0,6.65
2699,['Ecchi'],37000.0,5.72
269,"['Comedy', 'Mystery', 'Supernatural']",37000.0,7.26
121,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",37000.0,6.78
516,['Fantasy'],37000.0,7.47
809,"['Comedy', 'Sports', 'Ecchi']",37000.0,7.13
2582,['SciFi'],37000.0,6.33
182,"['Adventure', 'Comedy', 'Fantasy', 'SciFi']",36000.0,7.20
1359,"['Action', 'Fantasy']",36000.0,6.85
1360,"['Action', 'SciFi', 'SliceofLife']",36000.0,6.30
1630,"['Comedy', 'Sports', 'Ecchi']",36000.0,7.04
2737,"['Drama', 'Fantasy', 'SliceofLife']",36000.0,6.05
707,"['Drama', 'Romance', 'Ecchi']",36000.0,6.87
2474,"['Comedy', 'Drama', 'Mystery']",36000.0,7.16
2584,"['Action', 'Adventure', 'Comedy', 'Fantasy']",36000.0,6.38
2585,['Sports'],36000.0,6.68
270,"['Action', 'Comedy']",36000.0,6.98
879,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",36000.0,7.12
2951,"['Action', 'Adventure', 'Fantasy']",36000.0,5.86
493,['Drama'],36000.0,8.06
1578,"['Comedy', 'Supernatural']",36000.0,7.55
551,"['Comedy', 'Romance']",36000.0,7.03
914,"['Comedy', 'Fantasy', 'Romance']",36000.0,6.81
181,"['Action', 'Adventure', 'Comedy', 'SciFi']",36000.0,6.91
945,"['Adventure', 'Comedy', 'Fantasy']",36000.0,7.25
944,"['BoysLove', 'Comedy', 'Gourmet']",36000.0,7.02
706,"['Adventure', 'Fantasy']",36000.0,6.66
2586,['SliceofLife'],35000.0,5.35
1427,['SliceofLife'],35000.0,7.32
2700,"['Comedy', 'SliceofLife', 'Sports']",35000.0,6.18
2475,"['Action', 'Adventure', 'Fantasy']",35000.0,6.01
1508,"['Action', 'Mystery']",35000.0,7.25
811,"['Action', 'Drama', 'Fantasy', 'Horror', 'Mystery']",35000.0,7.22
223,"['Fantasy', 'Horror', 'Mystery', 'Supernatural']",35000.0,7.12
552,"['Comedy', 'Romance']",35000.0,6.38
2828,"['Action', 'SciFi']",35000.0,8.19
57,"['Action', 'Adventure', 'Fantasy', 'SciFi']",35000.0,6.19
2116,"['AvantGarde', 'Horror', 'Supernatural']",35000.0,6.33
2537,"['Action', 'Drama']",35000.0,5.51
2871,['SliceofLife'],35000.0,6.77
631,"['Action', 'Romance', 'Ecchi']",35000.0,6.55
2476,"['Action', 'Comedy', 'SciFi']",35000.0,6.83
1535,['SciFi'],35000.0,7.64
632,"['Comedy', 'Drama', 'SliceofLife', 'Ecchi']",35000.0,6.58
325,"['Comedy', 'Romance']",34000.0,6.45
29,"['Comedy', 'SciFi', 'SliceofLife']",34000.0,6.85
2872,"['Action', 'Fantasy']",34000.0,6.55
2270,"['Comedy', 'Fantasy', 'SciFi']",34000.0,5.76
2648,"['Action', 'Drama', 'Romance', 'SciFi']",34000.0,6.80
2701,"['Comedy', 'SliceofLife']",34000.0,7.70
2004,"['Comedy', 'Drama']",34000.0,7.35
854,"['Comedy', 'Ecchi']",34000.0,7.20
324,"['Comedy', 'Drama', 'Romance', 'SliceofLife']",34000.0,6.53
2166,"['Action', 'Drama', 'Fantasy', 'Mystery', 'SciFi', 'Supernatural']",34000.0,7.01
2477,"['Action', 'SciFi']",34000.0,6.42
1717,['SliceofLife'],33000.0,7.41
2425,"['Action', 'SciFi']",33000.0,7.59
271,"['Comedy', 'Drama', 'Mystery']",33000.0,7.74
915,"['Action', 'Adventure', 'Mystery']",33000.0,7.56
584,"['Comedy', 'Fantasy', 'Romance']",33000.0,6.32
296,"['Drama', 'Suspense']",33000.0,6.00
410,['Comedy'],33000.0,6.90
326,['Drama'],33000.0,7.59
775,"['Action', 'Adventure', 'Fantasy']",33000.0,6.49
225,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",33000.0,7.38
1857,['Horror'],33000.0,5.22
1679,"['Comedy', 'SciFi']",33000.0,6.15
2167,"['Comedy', 'Supernatural']",33000.0,7.16
224,"['Comedy', 'SciFi', 'Ecchi']",33000.0,6.91
517,"['Comedy', 'Drama', 'Romance', 'Supernatural']",33000.0,6.95
87,"['Comedy', 'SliceofLife']",32000.0,7.82
1814,"['Comedy', 'Fantasy', 'Ecchi']",32000.0,5.56
75,"['Adventure', 'Drama', 'SciFi']",32000.0,6.79
916,"['Adventure', 'Comedy', 'Fantasy']",32000.0,7.75
2168,['Romance'],32000.0,6.40
30,"['Action', 'Romance', 'SciFi']",32000.0,7.68
2169,['Comedy'],32000.0,5.39
1068,"['Comedy', 'SciFi', 'Ecchi']",32000.0,6.63
633,"['Action', 'Romance', 'SciFi']",32000.0,7.30
672,"['Action', 'Comedy', 'SciFi', 'SliceofLife']",32000.0,6.41
1858,"['Horror', 'Mystery', 'Supernatural', 'Suspense']",32000.0,6.38
776,"['Drama', 'Fantasy', 'Romance']",31000.0,6.81
2917,"['Drama', 'SliceofLife']",31000.0,7.15
1905,"['Action', 'Adventure', 'Comedy', 'Drama']",31000.0,6.50
2426,"['Adventure', 'Comedy', 'Fantasy']",31000.0,7.83
979,"['Comedy', 'Fantasy', 'Ecchi']",31000.0,6.80
1008,"['Adventure', 'Comedy', 'Fantasy']",31000.0,7.39
58,"['Action', 'Adventure', 'SciFi']",31000.0,7.25
139,"['Comedy', 'Drama', 'Romance', 'SciFi', 'Ecchi']",31000.0,7.15
2873,['SliceofLife'],31000.0,6.46
1509,"['Comedy', 'SliceofLife']",31000.0,6.73
1718,"['Comedy', 'SliceofLife']",31000.0,5.98
1536,"['Comedy', 'SliceofLife']",31000.0,5.81
1815,"['Adventure', 'Comedy', 'SliceofLife']",31000.0,7.55
2170,"['Comedy', 'Gourmet', 'SliceofLife']",31000.0,5.63
2738,"['Action', 'Adventure']",31000.0,6.85
327,"['Adventure', 'Fantasy', 'Mystery', 'Romance', 'SciFi', 'Suspense']",31000.0,7.52
1859,"['Comedy', 'Sports']",31000.0,5.40
553,"['Comedy', 'Drama', 'Romance']",31000.0,6.59
708,"['Drama', 'Mystery', 'Suspense']",31000.0,7.52
2778,"['Adventure', 'Comedy', 'SciFi']",31000.0,6.53
917,"['Adventure', 'Fantasy', 'Supernatural']",31000.0,7.20
2365,"['Action', 'SciFi', 'SliceofLife']",31000.0,6.38
272,"['Comedy', 'Romance']",31000.0,7.16
2587,"['Comedy', 'Drama', 'Sports']",31000.0,7.41
634,"['Comedy', 'Ecchi']",31000.0,6.97
2366,"['Action', 'SciFi']",30000.0,6.82
494,"['Comedy', 'Drama', 'Romance']",30000.0,6.87
777,"['Action', 'Mystery']",30000.0,6.62
1510,"['Comedy', 'SliceofLife']",30000.0,6.26
